H,signal,split,start,weeks,ann_ret,ann_vol,sharpe,t_nw,alpha_dol_ann,alpha_dol_t,beta_dol,alpha_dol_carry_t,beta_carry,cost_ann,turnover_ann,fm_spread_ann,fm_t,psr0,sharpe_cost0.5x,sharpe_cost2.0x,coin_sd,dsr,p_vs_coin,sr_star_ann,PASS
4,rev1w,dev,2004-01-07,626.0,0.009692421266118724,0.03417658286441802,0.28359831363391547,1.226518760505044,0.009561212454582899,1.2392774670704827,0.056241936425268736,1.2161516342391316,0.00801860586565522,0.008257734291799788,34.439385871494494,0.04045486453810711,1.5144532368493988,0.8401423787952165,0.4044230179095265,0.041973533190079126,,0.053657593746876134,0.006,0.7425740635585422,
4,rev1w,holdout,2016-01-06,534.0,0.010120245826313979,0.02714647095782202,0.3728015270212469,1.5008873697357348,0.010153815254123113,1.4875945295245188,0.027838823591076076,2.1293993011111634,-0.06293933409168138,0.008382038077403247,34.1013316687474,0.027425385935426733,1.0041243409988396,0.8865284708376597,0.5271814126269955,0.06402671148499345,,0.01167112652159803,0.004,1.0725072375293387,False
4,value,dev,2008-05-28,397.0,0.03975993888256235,0.06381243003886254,0.6230751416040428,1.9486490188973775,0.04537045246991844,2.298321057069798,0.214618197574348,2.2464367269380716,0.4146983597144189,0.0014605443604813883,6.361740834033028,0.06328861831336859,2.1624338605758022,0.9584363427510469,0.6345464629920705,0.6001335189694953,,0.3698177440918815,0.002,0.7425740635585422,
4,value,holdout,2016-01-06,534.0,0.015411253536043144,0.0572036484999228,0.26941032504358425,0.8844496171050832,0.015861795027407134,1.1051438273933876,0.3736299936315653,-0.4439073866405581,0.4189899217041016,0.0013027725759467334,5.604660840615897,0.02926206486771643,1.1741754072299335,0.8040740972154667,0.28079703515302806,0.24663618474550103,,0.005348040524599697,0.014,1.0725072375293387,False
4,combo,dev,2008-05-28,397.0,-0.00732176663832537,0.07453463504164168,-0.09823307827608976,-0.27674161783566864,0.0004259221470323101,0.019231631157650926,0.29637126380510764,-0.5940194631461615,0.8152782271193809,0.001770354044220543,8.062692415337251,-0.012633459414034206,-0.34657901969087784,0.39226785603125663,-0.08635774609776703,-0.12198283736689342,,0.009636023137727044,0.202,0.7425740635585422,
4,combo,holdout,2016-01-06,534.0,0.03887853500419625,0.06310239288268607,0.6161182362208593,2.07312548645773,0.03927884014901317,2.277246246562886,0.3319694447137997,-0.01855024678574373,0.7697092749388608,0.0017032407407407406,8.09186433624636,0.06211920846124004,2.263370211361472,0.9722871696377942,0.6296393197439313,0.5890773844055568,,0.07796074936202466,0.0,1.0725072375293387,False
4,ridge,dev,2008-05-28,397.0,0.01792683002716014,0.058372417795077666,0.30711131565757827,1.0805417361963623,0.022140511966774155,1.489674230367588,0.16118539041943603,1.418505389821877,0.09059681884459851,0.005786237055695495,24.186258046459557,0.04918280103832341,1.6628027114514143,0.8025876692617537,0.356736734847181,0.20791009121476178,,0.11380884080856674,0.006,0.7425740635585422,
4,ridge,holdout,2016-01-06,534.0,0.019734580160392638,0.047888426936825865,0.4120949762335351,1.3872411934021636,0.019971347105247644,1.4850515014274976,0.19634869106176794,1.6767004841289752,-0.033873278451897436,0.005895578443612151,23.181439866833124,0.04418385786897631,1.9574276338643248,0.9088083795565183,0.4736179850475926,0.28901842224040486,,0.01630080742001095,0.004,1.0725072375293387,False
4,coin,dev,,,,,-0.32206662624780147,,,,,,,,,,,,,,0.2768689475027953,,,,
4,DOL (long all vs USD),dev,,,0.002332935525969359,,0.02725271313797901,0.09001273621844562,,,,,,,,,,,,,,,,,
4,coin,holdout,,,,,-0.369614722328728,,,,,,,,,,,,,,0.2878803343846898,,,,
4,DOL (long all vs USD),holdout,,,-0.0012058493671368612,,-0.016722235491532206,-0.054235990963295115,,,,,,,,,,,,,,,,,
